"LOCATION","Country","VARIABLE","Variable","SCENARIO","Scenario","FREQUENCY","Frequency","TIME","Time","Value","Flag Codes","Flags"
"CRI","Costa Rica","POP","Total population","S0","Baseline","A","Annual","2030","2030",5464616.68361506,,
"CRI","Costa Rica","POP","Total population","S0","Baseline","A","Annual","2040","2040",5683786.42839096,,
"CRI","Costa Rica","POP","Total population","S0","Baseline","A","Annual","2050","2050",5751541.97595742,,
"CRI","Costa Rica","POP","Total population","S0","Baseline","A","Annual","2060","2060",5679720.12170021,,
"CRI","Costa Rica","POPS","Trend total population","S0","Baseline","A","Annual","2020","2020",5109758.63523457,,
"CRI","Costa Rica","POPS","Trend total population","S0","Baseline","A","Annual","2023","2023",5241848.51395119,,
"CRI","Costa Rica","POPS","Trend total population","S0","Baseline","A","Annual","2030","2030",5464592.26939233,,
"CRI","Costa Rica","POPS","Trend total population","S0","Baseline","A","Annual","2040","2040",5683796.23942731,,
"CRI","Costa Rica","POPS","Trend total population","S0","Baseline","A","Annual","2050","2050",5751549.54877516,,
"CRI","Costa Rica","POPS","Trend total population","S0","Baseline","A","Annual","2060","2060",5679700.68838206,,
"CRI","Costa Rica","POPS_1574","Trend working-age population (15 to 74)","S0","Baseline","A","Annual","2020","2020",3835710.30526357,,
"CRI","Costa Rica","POPS_1574","Trend working-age population (15 to 74)","S0","Baseline","A","Annual","2023","2023",3974389.37321772,,
"CRI","Costa Rica","POPS_1574","Trend working-age population (15 to 74)","S0","Baseline","A","Annual","2030","2030",4208008.67616996,,
"CRI","Costa Rica","POPS_1574","Trend working-age population (15 to 74)","S0","Baseline","A","Annual","2040","2040",4311899.86704323,,
"CRI","Costa Rica","POPS_1574","Trend working-age population (15 to 74)","S0","Baseline","A","Annual","2050","2050",4277123.78621909,,
"CRI","Costa Rica","POPS_1574","Trend working-age population (15 to 74)","S0","Baseline","A","Annual","2060","2060",4091389.09369628,,
"CRI","Costa Rica","PPP","Purchasing Power Parity exchange rate, local currency per USD","S0","Baseline","A","Annual","2020","2020",328.374900215543,,
"CRI","Costa Rica","PPP","Purchasing Power Parity exchange rate, local currency per USD","S0","Baseline","A","Annual","2023","2023",331.954887370763,,
"CRI","Costa Rica","PPP","Purchasing Power Parity exchange rate, local currency per USD","S0","Baseline","A","Annual","2030","2030",348.2596,,
"CRI","Costa Rica","PPP","Purchasing Power Parity exchange rate, local currency per USD","S0","Baseline","A","Annual","2040","2040",384.541,,
"CRI","Costa Rica","PPP","Purchasing Power Parity exchange rate, local currency per USD","S0","Baseline","A","Annual","2050","2050",423.9495,,
"CRI","Costa Rica","PPP","Purchasing Power Parity exchange rate, local currency per USD","S0","Baseline","A","Annual","2060","2060",467.3956,,
"CRI","Costa Rica","SHARE_COAL","Share of coal in total primary energy supply, fraction between 0 and 1","S0","Baseline","A","Annual","2020","2020",0.0000209293808979542,,
"CRI","Costa Rica","SHARE_COAL","Share of coal in total primary energy supply, fraction between 0 and 1","S0","Baseline","A","Annual","2023","2023",0.00383905341664773,,
"CRI","Costa Rica","SHARE_COAL","Share of coal in total primary energy supply, fraction between 0 and 1","S0","Baseline","A","Annual","2030","2030",0.00383202188202028,,
"CRI","Costa Rica","SHARE_COAL","Share of coal in total primary energy supply, fraction between 0 and 1","S0","Baseline","A","Annual","2040","2040",0.00382197683255251,,
"CRI","Costa Rica","SHARE_COAL","Share of coal in total primary energy supply, fraction between 0 and 1","S0","Baseline","A","Annual","2050","2050",0.00381193178308473,,
"CRI","Costa Rica","SHARE_COAL","Share of coal in total primary energy supply, fraction between 0 and 1","S0","Baseline","A","Annual","2060","2060",0.00380188673361695,,
"CRI","Costa Rica","SHARE_GAS","Share of gas in total primary energy supply, fraction between 0 and 1","S0","Baseline","A","Annual","2020","2020",0,,
"CRI","Costa Rica","SHARE_GAS","Share of gas in total primary energy supply, fraction between 0 and 1","S0","Baseline","A","Annual","2023","2023",0.000769230769230769,,
"CRI","Costa Rica","SHARE_GAS","Share of gas in total primary energy supply, fraction between 0 and 1","S0","Baseline","A","Annual","2030","2030",0.00615384615384616,,
"CRI","Costa Rica","SHARE_GAS","Share of gas in total primary energy supply, fraction between 0 and 1","S0","Baseline","A","Annual","2040","2040",0.0138461538461538,,
"CRI","Costa Rica","SHARE_GAS","Share of gas in total primary energy supply, fraction between 0 and 1","S0","Baseline","A","Annual","2050","2050",0.0215384615384615,,
"CRI","Costa Rica","SHARE_GAS","Share of gas in total primary energy supply, fraction between 0 and 1","S0","Baseline","A","Annual","2060","2060",0.0292307692307692,,
"CRI","Costa Rica","SHARE_HYDRO","Share of hydro in total primary energy supply, fraction between 0 and 1","S0","Baseline","A","Annual","2020","2020",0.147932748346907,,
"CRI","Costa Rica","SHARE_HYDRO","Share of hydro in total primary energy supply, fraction between 0 and 1","S0","Baseline","A","Annual","2023","2023",0.155440342002496,,
"CRI","Costa Rica","SHARE_HYDRO","Share of hydro in total primary energy supply, fraction between 0 and 1","S0","Baseline","A","Annual","2030","2030",0.155441519640285,,
"CRI","Costa Rica","SHARE_HYDRO","Share of hydro in total primary energy supply, fraction between 0 and 1","S0","Baseline","A","Annual","2040","2040",0.15544210685967,,
"CRI","Costa Rica","SHARE_HYDRO","Share of hydro in total primary energy supply, fraction between 0 and 1","S0","Baseline","A","Annual","2050","2050",0.155442270400842,,
"CRI","Costa Rica","SHARE_HYDRO","Share of hydro in total primary energy supply, fraction between 0 and 1","S0","Baseline","A","Annual","2060","2060",0.155442315947218,,
"CRI","Costa Rica","SHARE_NUCLEAR","Share of nuclear in total primary energy supply, fraction between 0 and 1","S0","Baseline","A","Annual","2020","2020",0,,
"CRI","Costa Rica","SHARE_NUCLEAR","Share of nuclear in total primary energy supply, fraction between 0 and 1","S0","Baseline","A","Annual","2023","2023",0,,
"CRI","Costa Rica","SHARE_NUCLEAR","Share of nuclear in total primary energy supply, fraction between 0 and 1","S0","Baseline","A","Annual","2030","2030",0,,
"CRI","Costa Rica","SHARE_NUCLEAR","Share of nuclear in total primary energy supply, fraction between 0 and 1","S0","Baseline","A","Annual","2040","2040",0,,
"CRI","Costa Rica","SHARE_NUCLEAR","Share of nuclear in total primary energy supply, fraction between 0 and 1","S0","Baseline","A","Annual","2050","2050",0,,
"CRI","Costa Rica","SHARE_NUCLEAR","Share of nuclear in total primary energy supply, fraction between 0 and 1","S0","Baseline","A","Annual","2060","2060",0,,
"CRI","Costa Rica","SHARE_OIL","Share of oil in total primary energy supply, fraction between 0 and 1","S0","Baseline","A","Annual","2020","2020",0.465418904885476,,
"CRI","Costa Rica","SHARE_OIL","Share of oil in total primary energy supply, fraction between 0 and 1","S0","Baseline","A","Annual","2023","2023",0.489434150101046,,
"CRI","Costa Rica","SHARE_OIL","Share of oil in total primary energy supply, fraction between 0 and 1","S0","Baseline","A","Annual","2030","2030",0.484049534716431,,
"CRI","Costa Rica","SHARE_OIL","Share of oil in total primary energy supply, fraction between 0 and 1","S0","Baseline","A","Annual","2040","2040",0.476357227024123,,
"CRI","Costa Rica","SHARE_OIL","Share of oil in total primary energy supply, fraction between 0 and 1","S0","Baseline","A","Annual","2050","2050",0.468664919331816,,
"CRI","Costa Rica","SHARE_OIL","Share of oil in total primary energy supply, fraction between 0 and 1","S0","Baseline","A","Annual","2060","2060",0.460972611639508,,
"CRI","Costa Rica","SHARE_ORENEW","Share of other renewables in total primary energy supply, fraction between 0 and 1","S0","Baseline","A","Annual","2020","2020",0.359340728494869,,
"CRI","Costa Rica","SHARE_ORENEW","Share of other renewables in total primary energy supply, fraction between 0 and 1","S0","Baseline","A","Annual","2023","2023",0.322802607222919,,
"CRI","Costa Rica","SHARE_ORENEW","Share of other renewables in total primary energy supply, fraction between 0 and 1","S0","Baseline","A","Annual","2030","2030",0.322805052820655,,
"CRI","Costa Rica","SHARE_ORENEW","Share of other renewables in total primary energy supply, fraction between 0 and 1","S0","Baseline","A","Annual","2040","2040",0.322806272297826,,
"CRI","Costa Rica","SHARE_ORENEW","Share of other renewables in total primary energy supply, fraction between 0 and 1","S0","Baseline","A","Annual","2050","2050",0.322806611923408,,
"CRI","Costa Rica","SHARE_ORENEW","Share of other renewables in total primary energy supply, fraction between 0 and 1","S0","Baseline","A","Annual","2060","2060",0.322806706509464,,
"CRI","Costa Rica","SHARE_SOLAR","Share of solar in total primary energy supply, fraction between 0 and 1","S0","Baseline","A","Annual","2020","2020",0.00125693949678488,,
"CRI","Costa Rica","SHARE_SOLAR","Share of solar in total primary energy supply, fraction between 0 and 1","S0","Baseline","A","Annual","2023","2023",0.00137794924681568,,
"CRI","Costa Rica","SHARE_SOLAR","Share of solar in total primary energy supply, fraction between 0 and 1","S0","Baseline","A","Annual","2030","2030",0.00137955885099792,,
"CRI","Costa Rica","SHARE_SOLAR","Share of solar in total primary energy supply, fraction between 0 and 1","S0","Baseline","A","Annual","2040","2040",0.00138363088318476,,
"CRI","Costa Rica","SHARE_SOLAR","Share of solar in total primary energy supply, fraction between 0 and 1","S0","Baseline","A","Annual","2050","2050",0.00138838869481652,,
"CRI","Costa Rica","SHARE_SOLAR","Share of solar in total primary energy supply, fraction between 0 and 1","S0","Baseline","A","Annual","2060","2060",0.00139333749669302,,
"CRI","Costa Rica","SHARE_WIND","Share of wind in total primary energy supply, fraction between 0 and 1","S0","Baseline","A","Annual","2020","2020",0.0260297697076384,,
"CRI","Costa Rica","SHARE_WIND","Share of wind in total primary energy supply, fraction between 0 and 1","S0","Baseline","A","Annual","2023","2023",0.0263366667758529,,
"CRI","Costa Rica","SHARE_WIND","Share of wind in total primary energy supply, fraction between 0 and 1","S0","Baseline","A","Annual","2030","2030",0.0263384654707727,,
"CRI","Costa Rica","SHARE_WIND","Share of wind in total primary energy supply, fraction between 0 and 1","S0","Baseline","A","Annual","2040","2040",0.0263426317914985,,
"CRI","Costa Rica","SHARE_WIND","Share of wind in total primary energy supply, fraction between 0 and 1","S0","Baseline","A","Annual","2050","2050",0.0263474158625804,,
"CRI","Costa Rica","SHARE_WIND","Share of wind in total primary energy supply, fraction between 0 and 1","S0","Baseline","A","Annual","2060","2060",0.0263523719777394,,
"CRI","Costa Rica","TES","Total primary energy supply, terajoules","S0","Baseline","A","Annual","2020","2020",200023.1642,,
"CRI","Costa Rica","TES","Total primary energy supply, terajoules","S0","Baseline","A","Annual","2023","2023",216506.506669202,,
"CRI","Costa Rica","TES","Total primary energy supply, terajoules","S0","Baseline","A","Annual","2030","2030",242145.7,,
"CRI","Costa Rica","TES","Total primary energy supply, terajoules","S0","Baseline","A","Annual","2040","2040",280617.2,,
"CRI","Costa Rica","TES","Total primary energy supply, terajoules","S0","Baseline","A","Annual","2050","2050",301964,,
"CRI","Costa Rica","TES","Total primary energy supply, terajoules","S0","Baseline","A","Annual","2060","2060",308815,,
"CRI","Costa Rica","CO2","Gross CO2 emissions, million tonnes","S1","Energy transition","A","Annual","2020","2020",7.082,,
"CRI","Costa Rica","CO2","Gross CO2 emissions, million tonnes","S1","Energy transition","A","Annual","2023","2023",8.03382819617385,,
"CRI","Costa Rica","CO2","Gross CO2 emissions, million tonnes","S1","Energy transition","A","Annual","2030","2030",6.950702,,
"CRI","Costa Rica","CO2","Gross CO2 emissions, million tonnes","S1","Energy transition","A","Annual","2040","2040",4.2246,,
"CRI","Costa Rica","CO2","Gross CO2 emissions, million tonnes","S1","Energy transition","A","Annual","2050","2050",1.203004,,
"CRI","Costa Rica","CO2","Gross CO2 emissions, million tonnes","S1","Energy transition","A","Annual","2060","2060",1.295745,,
"CRI","Costa Rica","EFFLABS","Trend labour efficiency, chain-linked index in local currency, national base year","S1","Energy transition","A","Annual","2020","2020",13400480.0064601,,
"CRI","Costa Rica","EFFLABS","Trend labour efficiency, chain-linked index in local currency, national base year","S1","Energy transition","A","Annual","2023","2023",14234780.1435505,,
"CRI","Costa Rica","EFFLABS","Trend labour efficiency, chain-linked index in local currency, national base year","S1","Energy transition","A","Annual","2030","2030",16787780,,
"CRI","Costa Rica","EFFLABS","Trend labour efficiency, chain-linked index in local currency, national base year","S1","Energy transition","A","Annual","2040","2040",21538220,,
"CRI","Costa Rica","EFFLABS","Trend labour efficiency, chain-linked index in local currency, national base year","S1","Energy transition","A","Annual","2050","2050",26444640,,
